dim,f,p
7176,96.02922939907583,5.822515678131043e-41
8392,96.00515363802147,5.954519312174434e-41
8079,95.99267574769091,6.024107752089671e-41
1008,95.99095342880014,6.033776730261401e-41
9865,95.98182973985718,6.085256132947722e-41
15187,95.9601096050039,6.209585329479382e-41
11523,95.95719050014304,6.226487364545445e-41
19323,95.94916219527444,6.273210218385345e-41
19531,95.94916219527444,6.273210218385345e-41
10386,95.93347632917708,6.365513195098626e-41
5655,95.92731836814879,6.402119952277474e-41
6300,95.91530360396996,6.474150840318064e-41
2296,95.89193897886742,6.616556833084462e-41
3240,95.88536659760479,6.657177085628798e-41
4235,95.88536659760479,6.657177085628798e-41
8418,95.88270865821137,6.673675124468816e-41
4964,95.87456525683622,6.724477018320736e-41
1534,95.87164683131166,6.742777409509152e-41
11360,95.86852923526214,6.762381791044882e-41
8304,95.86400693241127,6.790920822268296e-41
8915,95.86400693241127,6.790920822268296e-41
27741,95.86110836154394,6.809276275288924e-41
27073,95.86110836154394,6.809276275288924e-41
4703,95.85730874527154,6.833412901209632e-41
12141,95.85509693323162,6.847502591594873e-41
12960,95.85509693323162,6.847502591594873e-41
6741,95.85359867391371,6.85706332050027e-41
6332,95.85359867391371,6.85706332050027e-41
12315,95.83668971024535,6.965893826552547e-41
9587,95.82396590710913,7.048925857084094e-41
10286,95.82396590710913,7.048925857084094e-41
13069,95.81488630372321,7.108781749394906e-41
7293,95.81475674628118,7.109639507549704e-41
9106,95.81043864208684,7.138287620778266e-41
24150,95.80487290196737,7.1753835568204e-41
23418,95.80487290196737,7.1753835568204e-41
5071,95.80053091299258,7.204457041326465e-41
19764,95.79990213681894,7.208677019006045e-41
20052,95.79990213681894,7.208677019006045e-41
11554,95.79336668112794,7.252685921585318e-41
10760,95.79336668112794,7.252685921585318e-41
505,95.78081854873369,7.337938550693006e-41
16329,95.78064909722232,7.339096649231852e-41
15910,95.78064909722232,7.339096649231852e-41
4793,95.77864818716215,7.352785498710751e-41
5383,95.7723531849797,7.396018442240252e-41
5178,95.7723531849797,7.396018442240252e-41
17893,95.75650442051746,7.505994787188586e-41
18898,95.75650442051746,7.505994787188586e-41
4028,95.75371594965188,7.525512913502672e-41
9464,95.74776440865566,7.567341266871829e-41
2135,95.73681922232663,7.64487408499987e-41
5019,95.73569981681118,7.652848333483841e-41
5657,95.73266570559542,7.674504151038868e-41
10278,95.70590282558676,7.86819887212976e-41
7013,95.70043763273708,7.908350435995316e-41
7497,95.70043763273708,7.908350435995316e-41
7381,95.69535436725606,7.945880100758646e-41
13906,95.68050957903915,8.056502321329576e-41
11465,95.6776598712917,8.077913802776251e-41
1973,95.67596523887167,8.090673536174253e-41
22559,95.66498210132507,8.173861475154715e-41
23126,95.66498210132507,8.173861475154715e-41
12136,95.63755318696698,8.385369684384636e-41
11749,95.61944354475635,8.528008951326802e-41
3257,95.59612713445574,8.715240633973086e-41
4222,95.59612713445574,8.715240633973086e-41
9998,95.59444836797955,8.728878887276284e-41
9297,95.59444836797955,8.728878887276284e-41
8531,95.58972069275006,8.767401271108466e-41
5717,95.55992277150334,9.014149243335123e-41
5428,95.55992277150334,9.014149243335123e-41
2159,95.55666609430412,9.041534659627994e-41
24852,95.5492985751135,9.103795808742408e-41
25650,95.5492985751135,9.103795808742408e-41
18338,95.53770328992856,9.202654987336928e-41
17240,95.53770328992856,9.202654987336928e-41
11133,95.53467489887703,9.228650936799744e-41
11984,95.53467489887703,9.228650936799744e-41
11965,95.52356719555003,9.324631049370007e-41
11580,95.50769078467677,9.463553858291676e-41
7643,95.50202741948205,9.513609441489337e-41
7892,95.48024268097176,9.70863588942959e-41
8500,95.48024268097176,9.70863588942959e-41
8813,95.47784883645481,9.730309145572058e-41
3478,95.4768533036254,9.739336694427094e-41
4511,95.4768533036254,9.739336694427094e-41
1824,95.47456396188723,9.76012839020031e-41
1826,95.47329709256675,9.77165312479423e-41
12935,95.46515149283282,9.84607979203853e-41
15217,95.46356238893202,9.86066549640714e-41
4994,95.41152615760397,1.035042075502145e-40
18866,95.40905185678065,1.0374305369843677e-40
17831,95.40905185678065,1.0374305369843677e-40
4128,95.40667791346765,1.0397273072502683e-40
10973,95.40285250829022,1.0434390664519709e-40
15569,95.40059167617589,1.0456389648259295e-40
8446,95.38119338970655,1.0647062220991663e-40
498,95.37758456537658,1.068291662598457e-40
3887,95.3688148080825,1.0770550363725198e-40
1140,95.36669613706088,1.0791829326826612e-40
10998,95.35490007552221,1.091107512144672e-40
11764,95.34635052647447,1.0998325462309288e-40
2239,95.32111492492824,1.1259954685075037e-40
3563,95.31776169276955,1.1295184813651548e-40
14279,95.31718872333688,1.1301215639102502e-40
7710,95.31279859290598,1.134753129550703e-40
7209,95.31279859290598,1.134753129550703e-40
4208,95.30276599010388,1.1454089094491078e-40
8031,95.30178199734634,1.1464594004119262e-40
8683,95.30178199734634,1.1464594004119262e-40
9830,95.28775905274998,1.161535221032231e-40
16153,95.28635987708232,1.1630502929197935e-40
3875,95.28206381426493,1.1677145762578522e-40
2930,95.28206381426493,1.1677145762578522e-40
18922,95.27499587472457,1.1754290865288e-40
17963,95.27499587472457,1.1754290865288e-40
10763,95.2665933620428,1.184666644491563e-40
12836,95.25980341604811,1.1921844278751999e-40
13757,95.25980341604811,1.1921844278751999e-40
2008,95.25643287581104,1.1959339814553686e-40
379,95.25559865014017,1.19686383539447e-40
11956,95.2424176351881,1.2116522059792994e-40
11146,95.2424176351881,1.2116522059792994e-40
5820,95.23902775414324,1.2154849373618737e-40
1658,95.22772051886575,1.2283572872320707e-40
13508,95.2234601323685,1.233242692463242e-40
13084,95.1785682707501,1.2859174356105498e-40
7772,95.1763649532792,1.2885599398040224e-40
7265,95.1763649532792,1.2885599398040224e-40
27461,95.17270824678205,1.2929575359745194e-40
26598,95.17270824678205,1.2929575359745194e-40
26111,95.14596828759076,1.32557510557012e-40
25304,95.14596828759076,1.32557510557012e-40
11086,95.13465494953651,1.3396219029736445e-40
4000,95.11886087755119,1.3594815390856505e-40
15598,95.11318349891387,1.3666921022986409e-40
9759,95.10443295200345,1.3778807766709634e-40
13639,95.09477536915318,1.3903356552574609e-40
6776,95.09204564955454,1.3938764111715403e-40
6368,95.09204564955454,1.3938764111715403e-40
2739,95.0796372968719,1.4100855387326734e-40
24522,95.07501984650402,1.416165393014217e-40
23858,95.07501984650402,1.416165393014217e-40
11069,95.07359479119994,1.4180470735242014e-40
27813,95.06850308501788,1.4247907612202395e-40
26908,95.06850308501788,1.4247907612202395e-40
20944,95.06774962319054,1.4257914028199368e-40
20538,95.06774962319054,1.4257914028199368e-40
6167,95.05806660702578,1.4387137886644973e-40
10175,95.04624048636009,1.4546553364623843e-40
2220,95.02707345473895,1.4808686857929476e-40
11868,95.02603709972102,1.482299428436915e-40
8692,95.02539471322315,1.4831869712229953e-40
1531,94.9955827790345,1.5249665385519636e-40
6953,94.98059363461576,1.5464158010420659e-40
1226,94.97659944038122,1.5521822117705029e-40
11047,94.95585735734505,1.582475363833556e-40
2736,94.94911419745678,1.5924504211556649e-40
9876,94.94634917969765,1.5965588402658704e-40
9157,94.94634917969765,1.5965588402658704e-40
14744,94.93219241557031,1.6177605378996487e-40
7267,94.93204636572106,1.6179807296488656e-40
6592,94.91523026455397,1.6435350712332047e-40
12395,94.91224089442935,1.6481199260721256e-40
13290,94.91224089442935,1.6481199260721256e-40
8929,94.88568021942639,1.6894227975576203e-40
1416,94.88185884618784,1.6954498162560598e-40
22255,94.87217455657857,1.710820288798827e-40
22834,94.87217455657857,1.710820288798827e-40
11800,94.85449733757872,1.7392372766764209e-40
1493,94.83834036097502,1.7656233947651255e-40
15226,94.83369334112736,1.7732864055520923e-40
27405,94.82471291999803,1.7881897048111986e-40
26419,94.82471291999803,1.7881897048111986e-40
8240,94.81015054670708,1.8126233326107178e-40
6556,94.78656753762283,1.8529030034971546e-40
6173,94.78656753762283,1.8529030034971546e-40
3796,94.7862853217369,1.853390411666736e-40
9567,94.78469543990656,1.8561386563037984e-40
9645,94.78374325819686,1.8577865348438295e-40
27512,94.7794684685612,1.865202693422976e-40
26543,94.7794684685612,1.865202693422976e-40
16714,94.76497168227033,1.89057388472928e-40
18397,94.7599419183366,1.899457067289802e-40
17439,94.7599419183366,1.899457067289802e-40
11002,94.74402997948691,1.9278355450930688e-40
6467,94.73545555846765,1.943303302268428e-40
15100,94.72917496369374,1.9547118792920006e-40
10525,94.70200072477128,2.004850805857898e-40
2913,94.69983164315714,2.0089079947050483e-40
26139,94.68791875485594,2.0313375555495695e-40
25330,94.68791875485594,2.0313375555495695e-40
25080,94.68050539151858,2.0454217510044896e-40
25856,94.68050539151858,2.0454217510044896e-40
10777,94.67659396300635,2.0528921761300398e-40
11589,94.67659396300635,2.0528921761300398e-40
3252,94.67603178250789,2.053968124849428e-40
27574,94.6746414082696,2.056631565460793e-40
26771,94.6746414082696,2.056631565460793e-40
15626,94.66308996122217,2.0788939200573976e-40
10654,94.6565216636454,2.091659960691033e-40
12408,94.64549212571276,2.1132735248436498e-40
13271,94.64549212571276,2.1132735248436498e-40
1306,94.64243528062819,2.119303200289769e-40
8252,94.6420058922564,2.120151553645723e-40
2968,94.63965510031863,2.1248020992685397e-40
13522,94.62149557278083,2.1610726193761162e-40
22770,94.6072383274864,2.189982681227852e-40
22164,94.6072383274864,2.189982681227852e-40
2042,94.60227578522783,2.2001359968674325e-40
22487,94.60035387491804,2.2040808510126245e-40
23075,94.60035387491804,2.2040808510126245e-40
15001,94.58037315717648,2.2455143591520373e-40
17257,94.56004559880589,2.2884671035399e-40
18273,94.56004559880589,2.2884671035399e-40
7886,94.54091776103505,2.3296354143967453e-40
5145,94.52434745023982,2.36589790378477e-40
7742,94.48976856021582,2.443400058270299e-40
11987,94.48553498730331,2.4530617581737643e-40
12359,94.48444493842321,2.455555609947852e-40
13329,94.48444493842321,2.455555609947852e-40
9113,94.4729318631486,2.4820510509293217e-40
9832,94.4729318631486,2.4820510509293217e-40
15174,94.46881853660594,2.4915864023384723e-40
5989,94.46728197943595,2.4951577862875644e-40
11333,94.44949427299268,2.536876161012567e-40
1760,94.44028260430647,2.5587543613783107e-40
2078,94.44028260430647,2.5587543613783107e-40
11337,94.42966878657359,2.584196968503214e-40
9982,94.4220663998572,2.6025762850231872e-40
9311,94.4220663998572,2.6025762850231872e-40
1604,94.40151724539585,2.6529126845774874e-40
5495,94.39104209221951,2.6789459554841465e-40
6190,94.3896638506159,2.6823901951289285e-40
6248,94.38938182325546,2.6830955303496107e-40
23363,94.38720354727025,2.6885495378820213e-40
24059,94.38720354727025,2.6885495378820213e-40
3006,94.3674301988089,2.7385686867298837e-40
12848,94.36172942564598,2.7531617010900015e-40
13762,94.36172942564598,2.7531617010900015e-40
24825,94.35943105718992,2.759067124414832e-40
25636,94.35943105718992,2.759067124414832e-40
7884,94.34163466726434,2.8052243038975464e-40
4666,94.32727847098619,2.843021444391946e-40
1477,94.32272679346927,2.8551112354416e-40
2496,94.32272679346927,2.8551112354416e-40
3022,94.32070094206306,2.8605086680383638e-40
4247,94.31190915796952,2.8840509980669425e-40
3249,94.31190915796952,2.8840509980669425e-40
8644,94.3107646704907,2.8871298964593904e-40
8065,94.3107646704907,2.8871298964593904e-40
1940,94.30164074014094,2.9117930123734326e-40
15486,94.30006940473693,2.9160617599309353e-40
10337,94.28890796621765,2.9465641135507623e-40
14720,94.28403303205174,2.9599864881555426e-40
21289,94.28080604000499,2.968905151328997e-40
21769,94.28080604000499,2.968905151328997e-40
5483,94.28066616921937,2.9692923294939188e-40
16684,94.27375058351484,2.9884985994697886e-40
13838,94.27199944542048,2.993381632600775e-40
13877,94.27199944542048,2.993381632600775e-40
6793,94.26260607486455,3.019711581203151e-40
8005,94.25936372459644,3.028853710045331e-40
11430,94.24577208903496,3.0674790723479424e-40
3112,94.24233851638357,3.0773145128114876e-40
8279,94.22431432448958,3.1294646997721455e-40
15044,94.22195719282759,3.1363497698702297e-40
851,94.20572175103395,3.184186314377046e-40
23773,94.20387257667984,3.1896808836276855e-40
24499,94.20387257667984,3.1896808836276855e-40
2646,94.19275798957828,3.222906854150271e-40
26374,94.18235983385807,3.2543046568961936e-40
27295,94.18235983385807,3.2543046568961936e-40
15176,94.16794431479836,3.298340113379043e-40
10772,94.16172265572476,3.3175293309532427e-40
3209,94.16154717673662,3.318072170855943e-40
4225,94.16154717673662,3.318072170855943e-40
3151,94.15246219427257,3.3462981103337605e-40
2519,94.14300388442349,3.375939273974983e-40
12285,94.14093200013741,3.38246730419153e-40
13195,94.14093200013741,3.38246730419153e-40
16920,94.13617585333662,3.3975006526707095e-40
5336,94.13166192704698,3.4118302256774764e-40
4756,94.12500678685159,3.4330675359476528e-40
3738,94.12500678685159,3.4330675359476528e-40
7901,94.12219712389782,3.4420731591911874e-40
10105,94.1138951277692,3.468821359195837e-40
7174,94.1080601531565,3.487745449152802e-40
24897,94.10765245518199,3.489071557467533e-40
25756,94.10765245518199,3.489071557467533e-40
24363,94.10497535740431,3.4977918259810725e-40
23650,94.10497535740431,3.4977918259810725e-40
27913,94.06353108594423,3.6356071338446812e-40
27059,94.06353108594423,3.6356071338446812e-40
18077,94.05723152792133,3.6570257350756758e-40
17124,94.05723152792133,3.6570257350756758e-40
4561,94.05624866023058,3.6603788709860996e-40
1503,94.04733674026097,3.690923416086636e-40
27608,94.04338015907506,3.704565763441999e-40
27068,94.04338015907506,3.704565763441999e-40
21949,94.04337515694792,3.704583042747168e-40
21458,94.04337515694792,3.704583042747168e-40
12572,94.04052949622236,3.714426155164213e-40
18527,94.03960275089877,3.7176374046685736e-40
17645,94.03960275089877,3.7176374046685736e-40
16781,94.03851347280536,3.721415395908293e-40
11102,94.03792394171744,3.723461694795424e-40
2311,94.03632915040131,3.72900295931969e-40
5157,94.02865112738208,3.755796762336132e-40
22557,94.01577409104274,3.8011666653054515e-40
22983,94.01577409104274,3.8011666653054515e-40
12442,94.01495935439671,3.804055622480809e-40
6572,94.0000301325885,3.857383577875809e-40
11188,93.99157156687151,3.887929378364762e-40
12885,93.97160715293063,3.960988815444061e-40
7205,93.94298003440808,4.068153346293566e-40
10312,93.94173759986211,4.07286949157282e-40
9600,93.94173759986211,4.07286949157282e-40
11899,93.93299744711103,4.106201145677321e-40
11082,93.93299744711103,4.106201145677321e-40
3274,93.91759940711155,4.165588987283307e-40
4003,93.90315941212475,4.222062599606993e-40
9662,93.90267060147207,4.2239876466623835e-40
10365,93.90267060147207,4.2239876466623835e-40
3966,93.88983846466867,4.274838925263322e-40
3982,93.8817035397307,4.307392905143842e-40
6132,93.88097345161952,4.310326643510575e-40
6537,93.88097345161952,4.310326643510575e-40
27345,93.87434073146007,4.3370709060958115e-40
26434,93.87434073146007,4.3370709060958115e-40
16970,93.8680631850561,4.362535997922996e-40
778,93.85178893875545,4.429252028595298e-40
5755,93.82228847625977,4.552802584914823e-40
6034,93.81810824458931,4.5705865597621495e-40
6422,93.81810824458931,4.5705865597621495e-40
2318,93.81025958262012,4.604165170025447e-40
2430,93.79823731283822,4.656078891488419e-40
13163,93.7906093823946,4.6893206231489625e-40
12252,93.7906093823946,4.6893206231489625e-40
15572,93.78985150480999,4.692636318820406e-40
2227,93.77821651194877,4.7438346236776594e-40
19054,93.7669436172966,4.793972701625755e-40
19163,93.7669436172966,4.793972701625755e-40
16116,93.76604606843848,4.7979874194322434e-40
16627,93.76604606843848,4.7979874194322434e-40
4163,93.76411546833964,4.806634360552579e-40
6789,93.75719764126202,4.8377467931428125e-40
606,93.75274144489455,4.857894862285919e-40
1437,93.74931015942927,4.8734661480834464e-40
1863,93.74777719906926,4.880438905569457e-40
10179,93.74253185492789,4.904373267694339e-40
10210,93.73945599120741,4.918462951136711e-40
27167,93.73938958528372,4.918767584666473e-40
26315,93.73938958528372,4.918767584666473e-40
20425,93.73345964302872,4.946047138096707e-40
20813,93.73345964302872,4.946047138096707e-40
5255,93.72444846274678,4.9877914703841435e-40
14707,93.71405630360637,5.036371169005408e-40
2603,93.713983705971,5.0367121976495635e-40
2050,93.71056711066622,5.052787876431024e-40
19134,93.7100603214744,5.055176777485352e-40
19033,93.7100603214744,5.055176777485352e-40
15257,93.70228595886582,5.091965528555025e-40
5749,93.69369728582448,5.132919226690835e-40
20270,93.68487148223284,5.175347084779678e-40
20680,93.68487148223284,5.175347084779678e-40
9462,93.67684270044825,5.214248245301255e-40
9899,93.67080030110495,5.243717828868349e-40
3195,93.62784034095544,5.458100399970573e-40
4276,93.62784034095544,5.458100399970573e-40
9302,93.62522284560124,5.471442400291007e-40
24095,93.62147448585971,5.49060554417218e-40
23384,93.62147448585971,5.49060554417218e-40
767,93.6077822399756,5.5611784722329135e-40
11349,93.60216431476289,5.590396516460582e-40
11961,93.58844683490311,5.662386377523005e-40
11155,93.58844683490311,5.662386377523005e-40
20190,93.58256034979043,5.693562668154461e-40
20605,93.58256034979043,5.693562668154461e-40
4860,93.55442394766482,5.844969528974264e-40
10550,93.54254867783561,5.910075517787221e-40
13563,93.53143711152006,5.971651613774932e-40
12641,93.53143711152006,5.971651613774932e-40
2951,93.52718911360964,5.995361696971977e-40
2389,93.50439178454398,6.124223185233792e-40
6099,93.4914056815316,6.1988622814286635e-40
2704,93.48984555809301,6.207890304377152e-40
10546,93.48591299084217,6.230705464972594e-40
12785,93.48215267668687,6.2525997606288155e-40
13228,93.44874086375387,6.45055174793841e-40
440,93.42202435836623,6.613339835739456e-40
7016,93.40355604880594,6.728267475912016e-40
7502,93.40355604880594,6.728267475912016e-40
2946,93.39766036225915,6.7653753637424464e-40
14291,93.38818482849763,6.82544467450979e-40
1277,93.37905693473009,6.8838148480658165e-40
17249,93.37665669621323,6.899246440301213e-40
18253,93.37665669621323,6.899246440301213e-40
13312,93.37266721774162,6.9249721904563675e-40
24992,93.36525676374592,6.9730128025382554e-40
25793,93.36525676374592,6.9730128025382554e-40
10040,93.36295495301944,6.9880028006539476e-40
4253,93.36013124969489,7.006435553936439e-40
26988,93.35407071443257,7.04616236954599e-40
27969,93.35407071443257,7.04616236954599e-40
13685,93.35178253851689,7.06121991877402e-40
12771,93.35178253851689,7.06121991877402e-40
12747,93.34019014207493,7.138001010932306e-40
3643,93.32287424461978,7.254250104526955e-40
16711,93.30429755636351,7.381070926177722e-40
1075,93.29319867036101,7.457898081838608e-40
10622,93.2923058863465,7.464112652297293e-40
17404,93.28884803677262,7.488231306170664e-40
18375,93.28884803677262,7.488231306170664e-40
2970,93.28759435965382,7.496995011327441e-40
357,93.28550285597362,7.5116383115418e-40
3150,93.2792319394108,7.555714839775635e-40
8805,93.27815287403159,7.563325349033357e-40
11398,93.26600050709331,7.649565959867344e-40
19883,93.26356706697955,7.666953040388806e-40
19580,93.26356706697955,7.666953040388806e-40
14436,93.24686048553114,7.787395217025544e-40
8512,93.23921114903935,7.84317149737831e-40
26847,93.2299132913849,7.911506820970112e-40
25175,93.2299132913849,7.911506820970112e-40
25892,93.2299132913849,7.911506820970112e-40
27651,93.2299132913849,7.911506820970112e-40
9827,93.22019550545713,7.983565346174794e-40
9124,93.22019550545713,7.983565346174794e-40
3269,93.2033797050682,8.109811591514398e-40
5832,93.20217043931281,8.118966900500107e-40
18896,93.19940370375589,8.139952683550052e-40
17947,93.19940370375589,8.139952683550052e-40
10362,93.19034942570887,8.209009948720368e-40
9653,93.19034942570887,8.209009948720368e-40
8,93.18735331908776,8.231990213336296e-40
7473,93.18076609406674,8.282741137011643e-40
4995,93.17494073069462,8.327883173713718e-40
19021,93.1701584079698,8.365126434689753e-40
19119,93.1701584079698,8.365126434689753e-40
6504,93.1549666341584,8.48454467192627e-40
20984,93.14958661451641,8.527243321011332e-40
21484,93.14958661451641,8.527243321011332e-40
6966,93.147741756312,8.541934540247647e-40
14096,93.12823133623732,8.69886152295984e-40
14214,93.12823133623732,8.69886152295984e-40
13976,93.12823133623732,8.69886152295984e-40
12318,93.12089237999106,8.758634436386462e-40
1029,93.08397979265692,9.065563727199194e-40
5958,93.08392814528567,9.066000631222448e-40
5621,93.08392814528567,9.066000631222448e-40
15895,93.08364586943877,9.068388878295775e-40
16265,93.08364586943877,9.068388878295775e-40
5469,93.07567948027307,9.136050235719032e-40
5775,93.07567948027307,9.136050235719032e-40
8222,93.07000676107913,9.184538396236491e-40
11988,93.06571808081424,9.221367219979662e-40
10536,93.0407259656504,9.438944915231931e-40
11358,93.0407259656504,9.438944915231931e-40
13342,93.03342794152681,9.503444296403537e-40
11664,93.0323611849968,9.512909086669344e-40
17968,93.02291359703297,9.597145561169707e-40
18571,93.02291359703297,9.597145561169707e-40
19959,93.02009534099561,9.622417918377725e-40
19653,93.02009534099561,9.622417918377725e-40
17391,93.01919810093383,9.630477774792052e-40
18403,93.01919810093383,9.630477774792052e-40
24518,93.01370905806237,9.679932841774217e-40
23817,93.01370905806237,9.679932841774217e-40
25706,93.00441882560608,9.764215593709613e-40
24886,93.00441882560608,9.764215593709613e-40
11429,93.00418566539027,9.766340288025809e-40
10621,93.00418566539027,9.766340288025809e-40
23515,92.98767812585677,9.917948773581678e-40
24228,92.98767812585677,9.917948773581678e-40
8995,92.97075083402561,1.0075858612389388e-39
9695,92.97075083402561,1.0075858612389388e-39
24249,92.97046836802373,1.0078514889644916e-39
23542,92.97046836802373,1.0078514889644916e-39
13327,92.96855896109192,1.00964891187201e-39
12357,92.96855896109192,1.00964891187201e-39
12124,92.9627597510028,1.0151276981997698e-39
13788,92.95947317400872,1.0182458807018445e-39
19331,92.95867447153321,1.019005106695253e-39
19552,92.95867447153321,1.019005106695253e-39
16679,92.93325455625578,1.0434668496582216e-39
15576,92.92656478628793,1.0500015670604487e-39
19159,92.90920889193644,1.0671467913997893e-39
19053,92.90920889193644,1.0671467913997893e-39
869,92.90539670613317,1.0709500745419032e-39
12149,92.90474936943059,1.0715972454944937e-39
13080,92.90474936943059,1.0715972454944937e-39
7380,92.898209496944,1.0781574342135351e-39
10650,92.89259055467254,1.0838259233236532e-39
18911,92.86984543538098,1.1070779632466877e-39
17957,92.86984543538098,1.1070779632466877e-39
7879,92.86769576363051,1.1093012002861214e-39
2959,92.86065679994138,1.1166123655404402e-39
12794,92.84912104699866,1.128698635649625e-39
2945,92.8298975216204,1.1491311349116528e-39
12402,92.82239331569475,1.1572073714459944e-39
3623,92.82161429052489,1.1580490279206224e-39
15937,92.81585721123885,1.1642879812056078e-39
16451,92.81585721123885,1.1642879812056078e-39
16963,92.79384494140106,1.1884544725818636e-39
12733,92.78644857765816,1.1966868429473302e-39
11403,92.78454316218127,1.1988168552913732e-39
11755,92.78275163754127,1.2008230128156645e-39
10571,92.7813402202459,1.20240589025141e-39
13951,92.76945088292163,1.215822704232095e-39
14183,92.76945088292163,1.215822704232095e-39
14063,92.76945088292163,1.215822704232095e-39
16796,92.76270193546802,1.2235052750203643e-39
14349,92.75556992094431,1.2316767081843805e-39
7429,92.75427639852911,1.2331645888901357e-39
6923,92.75427639852911,1.2331645888901357e-39
16698,92.73177668323422,1.2593346693933105e-39
196,92.72772838747059,1.264102021533797e-39
293,92.72772838747059,1.264102021533797e-39
94,92.72772838747059,1.264102021533797e-39
8076,92.7221283837361,1.2707264820720259e-39
9582,92.70877947749777,1.2866578707512092e-39
6874,92.70133445373149,1.295629881535731e-39
5083,92.70046936404735,1.2966764545655817e-39
5274,92.70046936404735,1.2966764545655817e-39
25613,92.69673093167465,1.3012088928039042e-39
24804,92.69673093167465,1.3012088928039042e-39
14719,92.69575968987684,1.3023890091031851e-39
2298,92.68648187040857,1.3137162353800336e-39
4119,92.68638381915093,1.3138364704690404e-39
11648,92.66563592682142,1.3395278351566718e-39
5790,92.65165064331488,1.3571283750761279e-39
662,92.65029052955663,1.3588523841992179e-39
6055,92.64451175644737,1.366201727428149e-39
6462,92.64451175644737,1.366201727428149e-39
13720,92.61437873388402,1.4051738325125818e-39
12841,92.61437873388402,1.4051738325125818e-39
25361,92.61303210348278,1.4069412159101468e-39
26117,92.61303210348278,1.4069412159101468e-39
2288,92.60371761150162,1.4192270727238538e-39
6870,92.60303533074094,1.4201312130950934e-39
5277,92.6007473134786,1.4231674428262921e-39
1210,92.59754626076179,1.4274261883278582e-39
534,92.59735529015695,1.427680662255282e-39
2950,92.59599722155899,1.4294916383836854e-39
1435,92.59584474554033,1.4296951077093235e-39
19031,92.59138424005799,1.435660205046329e-39
19135,92.59138424005799,1.435660205046329e-39
2225,92.59015313605721,1.4373109594008546e-39
2463,92.57256170125994,1.4611074001638245e-39
14749,92.57225956219928,1.4615195379898793e-39
5203,92.5592729935243,1.4793444887389063e-39
7991,92.53789726430571,1.5091591568816888e-39
12589,92.52727542345218,1.524197304213263e-39
3649,92.51860181617666,1.5365883501034077e-39
4650,92.51860181617666,1.5365883501034077e-39
627,92.51452283198235,1.5424503567097947e-39
16718,92.51406800189105,1.5431053893557503e-39
16203,92.51406800189105,1.5431053893557503e-39
5525,92.51358616491872,1.5437996201768506e-39
11759,92.50736089292157,1.5527971506089054e-39
14380,92.50021117474465,1.5631955714992282e-39
5791,92.4904530804338,1.5775001199345433e-39
7918,92.4851970423359,1.5852592389290854e-39
12648,92.48199848371463,1.5899997273750973e-39
4398,92.47828966704948,1.5955142188595818e-39
3462,92.4763435996251,1.5984154011383132e-39
24172,92.47177476201576,1.6052473527776023e-39
23501,92.47177476201576,1.6052473527776023e-39
3967,92.46766155747046,1.61142297340436e-39
6563,92.4625436831079,1.6191402267881648e-39
6153,92.4625436831079,1.6191402267881648e-39
27902,92.44758527272664,1.64190873434933e-39
27049,92.44758527272664,1.64190873434933e-39
9188,92.44536403630998,1.6453169391962243e-39
22106,92.42911486571313,1.670465510791591e-39
22716,92.42911486571313,1.670465510791591e-39
14302,92.41910568254295,1.6861476495818526e-39
27558,92.41696348607456,1.6895230838319035e-39
26674,92.41696348607456,1.6895230838319035e-39
11094,92.41475031489635,1.6930174544220282e-39
16456,92.40355538263586,1.710804241756172e-39
15996,92.40355538263586,1.710804241756172e-39
15168,92.39829282620383,1.7192300217176338e-39
21081,92.39803270820191,1.719647567161273e-39
21592,92.39803270820191,1.719647567161273e-39
9847,92.39208459165323,1.7292233190293225e-39
20781,92.39097484833479,1.73101577007732e-39
20379,92.39097484833479,1.73101577007732e-39
885,92.37131450866951,1.76308109937223e-39
13545,92.36915358798184,1.766641547039049e-39
18671,92.36171126248551,1.778959075454394e-39
17646,92.36171126248551,1.778959075454394e-39
8528,92.34089857485841,1.8138635849568875e-39
16126,92.34070267739241,1.8141953553951863e-39
6533,92.33422626234722,1.8251980213540474e-39
4550,92.3299676714747,1.8324692331482947e-39
768,92.32945011104532,1.833354900593393e-39
12793,92.3270322529848,1.8374981022273395e-39
7775,92.31790378731775,1.8532251388419414e-39
10926,92.31452898467684,1.859073485913762e-39
2914,92.3068847315065,1.8723889474773896e-39
3888,92.3068847315065,1.8723889474773896e-39
19107,92.30410460986526,1.8772552507916676e-39
19002,92.30410460986526,1.8772552507916676e-39
10575,92.30076226126806,1.883122430274571e-39
3704,92.2892701690583,1.903436102604043e-39
3159,92.2844887458253,1.9119523172065057e-39
22820,92.26743536066738,1.9426379033929524e-39
22240,92.26743536066738,1.9426379033929524e-39
7928,92.25428686517233,1.9666331873492054e-39
12888,92.21795552418682,2.0344892809766356e-39
3102,92.20665653618128,2.05606635164017e-39
10008,92.20637860273705,2.0565999822723122e-39
20277,92.18876113842562,2.0907097958565303e-39
20688,92.18876113842562,2.0907097958565303e-39
18458,92.17089854205896,2.125872306856304e-39
17375,92.17089854205896,2.125872306856304e-39
2394,92.1526099476718,2.1624866589582528e-39
27538,92.15046155549591,2.1668290237990917e-39
26635,92.15046155549591,2.1668290237990917e-39
25375,92.13778013564202,2.192639278206221e-39
25931,92.13778013564202,2.192639278206221e-39
